id,company_name,contact_name,email,phone,industry,country,company_size,status,created_at,updated_at
92a6c533-9a12-4938-b5ad-b19f695a765e,Lynn and Sons,Brian Lopez,waterschristina@rivera-shea.com,(709)379-8911,Healthcare,United Kingdom,31.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
94b5d1d9-8071-479a-85e7-ea1c20be25d4,"Johnson, Harvey and Goodwin",Jonathan Pineda,zpatterson@wells.biz,684-784-8280x01098,Technology,Mauritania,309.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
350f65a0-e835-4c96-8511-35629c00e444,Carroll Inc,Theresa Joyce,catherinebenson@wagner-shepherd.com,644-835-1652,Retail,Kiribati,241.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
ba1eaa1a-abc1-4341-b03f-88c02c9bb9b5,Fuller-Cline,Johnny Hayden,jennifer34@haley.com,001-905-584-3319x853,Technology,French Southern Territories,41.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
97823ed8-ea73-4085-9f11-a98832c2b187,Richard-Baker,John Kelly,olopez@webb.com,793.299.4696x6970,Finance,Palau,15.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
763e07d8-67ec-4f99-87a1-a5d9dea5ea2a,Summers-Edwards,Miss Jacqueline Aguirre MD,ocopeland@moore-simmons.com,2892443921,Retail,Bolivia,437.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
c251144a-9099-42b1-9f1b-fad523ea3d42,"Henderson, Fitzgerald and Short",Michael Brooks,ricky61@thomas.com,973.703.2540,Technology,Mali,409.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
eabba7ed-8a07-4c31-9602-aaa11625152e,"Howe, Zuniga and Parker",Laura Schneider,zsandoval@miller.com,780.817.7662,Retail,Bolivia,183.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
f904d2c9-feb9-4809-aa53-e334512cff0f,Marquez Inc,Tracey Marshall,rsalazar@kirby.com,5397368682,Education,Palau,284.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
e7911f88-34fa-43e7-813f-54f8a9033d8a,Frank-Higgins,Nina Collins,bentleyheather@howard.com,001-214-875-6636x11999,Healthcare,Hong Kong,122.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
f7392f47-e8a7-43d7-88be-327d6bfaa519,Bishop-Smith,Rodney Reed,johnsmith@bennett.biz,+1-405-733-8820x38089,Education,Portugal,68.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
83b51a18-ef43-436d-931a-2483c8a6a294,Stevens and Sons,Carmen Daniels,qsims@parker-oneill.com,001-415-226-7810x9387,Education,Sao Tome and Principe,390.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
9439c624-aebd-42e7-9260-c9652c07018d,Greene-Fox,Stephanie Price,johnsontroy@hendrix-chen.com,481.750.5841,Education,Yemen,412.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
d718d28e-0e1d-495c-a823-ce409d5c068e,"Lopez, Evans and Gonzalez",Dawn Santana,daniellecontreras@flores-roberts.com,+1-414-827-0616x45552,Education,Italy,138.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
5e277939-cafe-4a94-a333-0724ba65b110,"Chang, Owens and Robertson",Kim Ruiz,sbishop@williams.info,001-607-318-3827x3334,Retail,Bolivia,357.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
affda21a-0eac-4bbc-9c5d-6dc794e388ba,Lawrence Ltd,Jodi Moore,qnunez@burns-flores.biz,(259)426-0829,Technology,Haiti,156.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
a281b9f5-4b6e-42b6-81b4-05be5622f255,Summers-Moore,Victoria Johnson,lmiller@williams.com,(904)997-8959x3907,Finance,Wallis and Futuna,472.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
7d3e67d0-6ea6-4d69-9883-cdafde231538,"Vega, Walters and Dixon",Andrew Dickerson,kylejimenez@anthony-hall.net,+1-413-233-8422x889,Finance,Belize,43.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
e81f952d-4f0e-4519-bd0c-9a1223f2c08a,"Mathis, Buck and Lowery",Crystal Carpenter,amandakeller@harris-foster.com,531-996-3537,Healthcare,Monaco,243.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
7fbea316-dbae-43bf-b288-4df994f177cf,Johnson-Jenkins,Richard Hull,johncobb@lynch.com,+1-489-390-9848x780,Education,Bouvet Island (Bouvetoya),489.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
a9d23677-a825-433b-9884-2371df050870,"Douglas, Evans and Johnson",Morgan Jackson,michealmercer@johnson.com,001-883-482-5415x6960,Retail,Thailand,241.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
d61ded41-46e0-4d3a-a934-f0a3f91f095d,Gallegos and Sons,Barbara Thomas,michaelrocha@dalton-sanchez.com,(724)716-9566x005,Healthcare,Madagascar,157.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
dcb63fe7-a1d8-4021-9714-b92231a0b3c8,"Jensen, Fletcher and Barrett",Wayne Andrade,egreen@soto.info,6793520775,Retail,Bouvet Island (Bouvetoya),426.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
03b14578-af3a-456e-945f-c0d0215bdb17,"Brady, Johnson and Powell",Susan Patel,frank95@lee-foster.org,001-494-641-1016x24000,Retail,Suriname,360.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
809f9987-ae25-40d7-8be1-3b76e0f96950,"Crawford, Torres and Baker",Heather Waller,vincent09@erickson-gilbert.net,001-650-841-3581x81423,Education,Niue,31.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
6001d7ac-b378-4fa3-9265-ac193ef1cfcf,Moore-Holloway,Rachel Kirby,emcconnell@anderson.info,2076259017,Education,Saint Lucia,353.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
3f0f33d6-b01f-415b-b85b-a50a7e7c911f,"Coleman, Smith and Martin",Heather Maldonado,rebeccagreen@thompson.com,+1-554-784-2411x939,Finance,Saudi Arabia,260.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
dc8320e5-d089-4379-b9ca-4d48c2d6e4c8,Manning LLC,Christian Bonilla,andrew16@johnson.org,(960)954-6603x8788,Healthcare,Papua New Guinea,350.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
37b08906-a28f-40a4-9b3a-5bee355f6930,Smith PLC,Chad Campbell,adkinsmark@hudson.com,5528436780,Finance,Macao,343.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
06a31070-c472-472b-ab9a-dff3b511e32a,"Stephens, Gomez and Hart",Jeffrey Strickland,kevinsmith@wolfe.info,+1-372-650-2764,Education,Bulgaria,399.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
7c886be5-bcb3-4a34-bfcb-647c1ad40e0f,Clark Ltd,Barbara Arroyo MD,sarahhernandez@mercado-walter.com,001-274-954-4817x263,Healthcare,Botswana,129.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
64963183-e893-4a51-a67a-5ac7822055ea,Hooper PLC,Ian Bradley,cherylcortez@jennings.org,+1-325-318-7554,Education,Denmark,89.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
0e3a22ef-8f71-4ca5-acd0-51054b655d0d,Olson PLC,Sonya Young,amanda91@gardner-alvarado.com,001-766-517-0977x2589,Retail,Ghana,185.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
031efa22-ad09-4d74-8791-cb0bb0d484cb,"Petersen, Garrett and Sloan",Joshua Walker,kevans@escobar.com,383-813-5331x45228,Education,Qatar,140.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
7c6d0519-88b2-47c6-be2e-98e045cd849c,Young-Holloway,Abigail Martinez,woodstephanie@turner.com,+1-819-827-5596x844,Education,Lesotho,210.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
40ed0079-063f-426a-9a23-6249b1766349,"Daniels, Jones and Clark",Brandon Carr,kbrown@wilkerson.biz,294.446.0218,Healthcare,Korea,203.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
a1348fb7-c0ad-4ca0-8fe3-2bf7a8a693bc,Olsen Ltd,Ariana Mcknight,rachelramos@hunter-lee.com,+1-758-631-2680x956,Retail,Andorra,430.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
3eb822ee-0e1b-44c1-9e1b-a22a2f04570c,Jimenez Inc,Brian Castillo,lynnesparza@wang.com,3547974189,Technology,Guinea-Bissau,292.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
02804d38-661f-4997-a418-c1c326514b29,Thomas Group,Lacey Clark,gibsonmichael@drake.org,215-928-1921x606,Technology,Gabon,346.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
e07cac70-978f-4e20-ab9f-0ed49f816284,Taylor Ltd,Casey White,rwilliams@fitzgerald.org,+1-579-664-4372x63224,Retail,Qatar,263.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
87d70d38-b001-4f31-8bfd-6adf3fb5b70d,Davis-Simmons,Joe Larsen,angelaobrien@lee.com,600-750-6297,Finance,Azerbaijan,8.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
9b76f916-ee49-4321-8931-0f609da7412a,Barton Group,Kenneth Phillips,christinespears@santiago.org,510-257-1444x795,Retail,Malta,169.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
e165e1ec-4038-4b28-ae11-7b5973caf5a0,"Jones, Sanchez and Smith",Daniel Ward,louis14@harris.biz,7978890841,Education,Croatia,177.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
be392732-cf32-4317-8853-542be06b5698,Lopez and Sons,John Hill,rburton@williams-maxwell.com,360.691.6135,Retail,Central African Republic,58.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
624abd07-805a-4dc5-8072-a04ea2fb1596,Lin LLC,Suzanne Lara,erichenry@peterson.com,+1-947-647-3107x6443,Healthcare,Algeria,173.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
a117fc42-4bc4-469a-9d4b-0c5e2601a64f,Aguirre PLC,Laura Jordan,tammyguerrero@thomas.com,823-789-6086x59689,Healthcare,Sudan,188.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
95d8a1a3-60f3-49b3-b2b6-9db8dcf28ed8,Mosley Group,Randy Neal,xchung@galloway.org,(421)306-3397,Healthcare,Monaco,397.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
546f5970-0315-44e1-aeb6-6f60fc7234a3,Nielsen-Robinson,Adam Ellis,chaynes@wilkerson.com,370-260-3315,Retail,Central African Republic,447.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
fe0e83c7-734f-4461-8f35-1861edcc0734,"Gonzalez, Jackson and Smith",Abigail Walter,floydjennifer@butler.org,708.530.7121,Education,Saint Pierre and Miquelon,204.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
4e3ae4c2-0816-4121-803c-65fdeab63cd7,Davies-Watson,Sherry Smith,ratkins@sandoval.com,291.656.2006x1618,Education,South Georgia and the South Sandwich Islands,154.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
e0cdf4ca-a83c-4a9d-af68-5a4bb24586e7,Bates-White,Arthur Navarro,lisawyatt@butler.com,621.897.5979x4711,Finance,Jersey,250.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
e13dcc12-5e5a-494d-97cf-76ad6278a9dd,"Yates, Hamilton and Clay",Sara Marshall,robin65@lucas.org,+1-293-632-0030x1655,Healthcare,El Salvador,494.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
e9defc1b-b4ef-4a47-b0ca-f5e0a7620974,Patel-Harris,Sergio Shaffer,cruztonya@adams.com,611.841.4354x7981,Technology,Finland,217.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
d2b379fd-e935-4743-a6ba-5f650dc254dc,"Brown, Clark and Rowe",Lauren Duncan,jennifer06@mcgee.com,844-540-8161,Healthcare,Iceland,222.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
831a73b9-313c-4fc6-844c-31d20c7d3081,Smith-Bradford,Christopher Little,daymary@joseph.com,900.473.2376x039,Finance,Zimbabwe,65.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
6504497a-1ba8-4be3-a396-f4730dda5449,"Davis, Johnson and Parker",Kelly Barrett,adkinsgary@silva.com,(653)700-3165,Technology,Honduras,493.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
76bdd65e-345b-40de-9ac6-11137557acb3,Rodgers Group,Michael Kelly,lucasmary@mason-lee.com,765-753-6774x50014,Healthcare,Slovakia (Slovak Republic),450.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
3ec652b9-6d78-4375-bab2-5126d04cbe4c,Long PLC,Alejandra Russo,campbellrandy@smith.info,+1-797-430-3624x3959,Finance,Spain,41.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
60b37bbe-3cf8-4693-bf37-ae87985adbaa,"Black, Smith and Adams",Shirley Smith,carol15@brown.com,(986)862-4640,Retail,Mozambique,176.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
943be3cd-d9f7-4157-b794-94c05da85bf7,Bray-Wells,Michael Williamson,abrewer@sanchez.com,+1-385-665-5582x3385,Technology,Saint Lucia,330.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
84b476e3-7fcb-40f8-8d9c-e82f9447d979,Johnson Ltd,Mathew Ellis,perezjudy@mckenzie.net,996-670-5902x570,Healthcare,Liberia,424.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
1accb4bb-52d7-4024-9afe-ba592471dfad,Lambert PLC,Anita Hogan,wrightadam@mcintosh.com,8456852134,Finance,Nigeria,310.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
815f25f7-0347-4c55-b7c1-45d88e727d57,Matthews LLC,Gavin Patel,wendy86@jackson-williams.com,001-769-281-0063x07201,Healthcare,El Salvador,280.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
cbf5d719-709a-4e87-b383-55abb8852640,"Allen, Schneider and Cohen",Isaiah Levine,bibarra@rodriguez-warren.org,500-393-7398x746,Finance,French Polynesia,253.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
f6272550-1f8e-46d8-9507-c0f59025b89f,Lyons and Sons,Emily Terry,johnnybarber@casey-webb.info,4173918893,Retail,El Salvador,151.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
8bde4398-1ff4-44ba-8feb-395878bd5e1e,Jackson-Martin,Erica Schwartz,lisamoreno@mccann.org,001-590-420-1792x581,Healthcare,Switzerland,346.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
65205620-fd22-4e6c-8a30-1a224895ae43,Allen-Howell,Larry Smith,martinezricky@harris-campbell.com,559.241.8808,Healthcare,Belarus,226.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
b7ab2db3-40d0-443b-a789-fd3dc0e42d15,Sanchez-Yates,James Bridges,ssmith@jenkins.com,001-738-793-4744,Healthcare,Tokelau,25.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
2d92819a-15fc-490a-8a4e-6292c2ec2dff,"Turner, Price and Buchanan",Brenda Wright,mullenapril@howard.net,608-899-1741x7958,Healthcare,Kazakhstan,188.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
28fc83f3-a25e-4f09-b17c-52d32d79b20c,"Edwards, Ferguson and Lozano",Kristen Atkinson,michael30@peters.com,508.925.4830x274,Finance,Pitcairn Islands,300.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
caaf55d9-5015-4b70-8d25-91c3cba74ced,"Carlson, Arnold and Ramirez",Katrina Mora,karabutler@williams.com,274-384-6010,Finance,Montserrat,299.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
7eb9cdec-a4f7-4eb2-a8bc-8c3a5c0d3249,"Clarke, Herrera and Young",Melissa Navarro,jamesevans@woods.com,517-760-6626,Education,Switzerland,22.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
a89d54b7-9bea-479c-98e9-7e953f6709b0,"Rodriguez, Aguirre and Saunders",Angel Henry,billy33@holt.com,+1-726-787-5975x3088,Healthcare,Guatemala,458.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
df0b13a8-b851-47f0-855c-91338563388e,"Nelson, Mullen and Gomez",John Snyder,ashleyallen@marshall.com,824.241.8767,Finance,Iran,370.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
88fb2f35-e73f-41a8-af32-574372e09b81,Williams-Thomas,Tyler Bradford,spatel@patel-hart.biz,+1-403-533-2543x97170,Healthcare,Seychelles,474.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
43390199-3305-4ae4-901a-d2333fa8facc,Franco Ltd,Darren Reynolds,devon82@garcia-howell.info,001-396-518-5744x4285,Healthcare,Philippines,164.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
db2354dd-744b-406f-a305-3779df30654a,Ortega PLC,Jennifer Mack,matthewgarcia@mcdaniel.com,+1-836-607-0148,Technology,Belarus,32.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
20a5571d-cbea-4e24-a1a2-196f085e0b16,Bowman-Haas,Stephanie Brown,stonejulie@garcia.com,411-401-0162,Technology,Burkina Faso,377.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
5add600b-117e-4143-acd7-85d7fe977a53,Wagner-Parker,Jacqueline Weaver,pmoore@nguyen-myers.com,(982)676-8435x929,Retail,Eritrea,69.0,active,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
37b961e0-7808-4666-9179-7c7562604119,Hart and Sons,Shelly Turner,gabrielcole@daniels.com,(484)682-7265x2378,Finance,Spain,379.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
2cdefa52-23a9-48f2-8ec6-0ecdb4a0880a,Hopkins LLC,Vicki Gray,andrew58@dean-carroll.com,001-229-526-7345,Finance,Lesotho,83.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
910a0c1f-3d92-4b74-95a8-530699bda571,Blake and Sons,David Wilkinson,hoffmanbethany@thomas-morris.com,+1-530-709-3928,Retail,India,474.0,inactive,2026-06-15T00:38:33.225695,2026-06-15T00:38:33.225695
